Shape,Carat,Color,Clarity,Cut,Depth,Table,Polish,Symmetry,Measurement,Lab Certification,Price
Cushion,1.59,J,VS2,,67.5,62,Excellent,Excellent,6.47X6.39X4.31,GIA,US$8,599
Cushion,1.21,I,SI2,,67.4,61,Excellent,Very Good,6.43X5.72X3.86,GIA,US$5,179
Cushion,1.22,I,SI1,,69.4,62,Excellent,Very Good,7.17X5.58X3.87,GIA,US$5,885
Cushion,1.01,H,I2,,64.8,71,Very Good,Good,5.94X5.89X3.82,GIA,US$2,456
Cushion,1.01,F,I2,,59.8,72,Very Good,Very Good,6.11X5.87X3.51,GIA,US$3,054
Cushion,1.04,G,I1,,65.8,68,Excellent,Very Good,6.04X5.87X3.86,GIA,US$3,994
Cushion,1.55,J,VS1,,68.3,68,Excellent,Very Good,6.72X6.59X4.51,GIA,US$8,184
Cushion,0.50,J,SI1,,68.5,60,Very Good,Good,4.55X4.48X3.07,GIA,US$920
Cushion,0.57,L,SI2,,68.5,61,Excellent,Very Good,5.15X4.53X3.1,GIA,US$821
Cushion,1.70,E,SI2,,69.7,70,Very Good,Very Good,7.14X6.43X4.48,GIA,US$12,172
Cushion,0.90,D,SI1,,67.2,58,Excellent,Excellent,5.98X5.24X3.53,GIA,US$5,148
Cushion,0.90,G,SI1,,69.6,58,Very Good,Excellent,5.81X5.07X3.53,GIA,US$4,608
Cushion,0.90,D,VS1,,73,59,Good,Good,5.32X4.98X3.64,GIA,US$5,184
Cushion,2.03,D,VS2,,68.5,59,Excellent,Very Good,7.19X7.07X4.84,GIA,US$27,186
Cushion,1.50,J,VS1,,69.8,61,Excellent,Very Good,6.51X6.28X4.38,GIA,US$8,160
Cushion,2.02,G,VS1,,68.4,65,Excellent,Good,7.55X7.12X4.87,GIA,US$30,785
Cushion,0.96,G,SI1,,62.4,60,Excellent,Very Good,5.96X5.49X3.43,GIA,US$4,493
Cushion,0.96,J,VS2,,68.5,61,Excellent,Very Good,5.75X5.18X3.55,GIA,US$3,379
Cushion,1.50,G,SI1,,68.7,60,Excellent,Very Good,6.71X6.33X4.35,GIA,US$14,040
Cushion,1.50,F,SI1,,69.8,64,Excellent,Excellent,7.06X6.19X4.32,GIA,US$14,340
Cushion,1.50,H,SI1,,69,75,Very Good,Good,7.03X6.25X4.31,GIA,US$11,100
Cushion,1.20,G,VVS2,,67.9,52,Excellent,Very Good,5.96X5.81X3.95,GIA,US$8,876
Cushion,1.20,E,VS2,,69,58,Excellent,Very Good,5.88X5.84X4.03,GIA,US$9,005
Cushion,1.20,D,VS2,,66.6,60,Excellent,Very Good,6.12X5.92X3.94,GIA,US$9,072
Cushion,0.92,H,VS2,,68.7,55,Excellent,Very Good,6.33X5.29X3.63,GIA,US$4,747
Cushion,1.20,J,VS1,,66.7,54,Excellent,Good,6.59X5.93X3.96,GIA,US$5,520
Cushion,1.20,F,SI1,,69.5,62,Very Good,Excellent,6.01X5.95X4.13,GIA,US$8,016
Cushion,1.80,I,VS2,,68.2,62.2,Excellent,Excellent,6.86X6.74X4.6,EGL,US$10,224
Cushion,1.65,I,VS2,,65.9,61,Excellent,Excellent,6.66X6.65X4.39,GIA,US$11,590
Cushion,1.00,L,VS2,,59.8,68,Excellent,Very Good,5.96X5.85X3.49,GIA,US$2,246
Cushion,1.53,J,SI2,,67.5,63,Very Good,Very Good,7.47X6.23X4.21,GIA,US$7,381
Cushion,0.51,L,SI2,,67.2,62,Very Good,Very Good,4.98X4.35X2.92,GIA,US$632
Cushion,0.50,J,SI1,,69.2,62,Very Good,Good,4.77X4.28X2.97,GIA,US$920
Cushion,0.50,E,SI1,,54.2,66,Very Good,Good,4.85X4.62X2.5,GIA,US$1,340
Cushion,0.50,J,SI1,,67.3,67,Excellent,Good,4.8X4.38X2.95,GIA,US$940
Cushion,0.71,E,SI1,,65.4,63,Excellent,Good,5.39X4.91X3.21,GIA,US$2,641
Cushion,1.02,G,SI1,,67.5,62,Excellent,Very Good,6.15X5.68X3.84,GIA,US$6,038
Cushion,1.02,H,VS2,,70.8,63,Very Good,Very Good,6.05X5.31X3.76,GIA,US$5,467
Cushion,1.02,F,I1,,69.1,66,Excellent,Good,6.08X5.55X3.83,GIA,US$3,917
Cushion,1.02,I,SI1,,70.2,69,Excellent,Very Good,6.38X5.39X3.78,GIA,US$4,080
Cushion,2.01,F,SI1,,69.7,62,Very Good,Very Good,7.17X7.16X4.99,EGL,US$16,241
Cushion,2.59,K,VS2,,68.6,67,Very Good,Very Good,8.65X7.51X5.15,GIA,US$15,954
Cushion,1.54,I,VS2,,66.1,68,Excellent,Very Good,7.04X6.71X4.44,GIA,US$10,083
Cushion,1.03,G,VS2,,66.8,66,Excellent,Good,6.09X5.83X3.89,GIA,US$6,328
Cushion,1.03,F,VS2,,63.8,69,Very Good,Very Good,5.97X5.94X3.79,GIA,US$5,939
Cushion,1.52,I,SI1,,68.2,66,Very Good,Very Good,6.67X6.63X4.52,GIA,US$9,470
Cushion,1.52,H,SI1,,68.5,66,Excellent,Very Good,7.30X6.23X4.27,GIA,US$11,236
Cushion,1.52,G,VS2,,68.7,67,Excellent,Very Good,7.42X6.28X4.31,GIA,US$12,967
Cushion,1.61,E,VS2,,67,60,Excellent,Excellent,6.52X6.46X4.33,GIA,US$15,392
Cushion,1.73,H,SI1,,67.9,60,Excellent,Excellent,6.75X6.65X4.52,GIA,US$13,176
Cushion,1.75,D,VS2,,69,64,Very Good,Good,6.78X6.73X4.64,GIA,US$18,458
Cushion,2.00,H,VS1,,66.9,66,Excellent,Very Good,7.18X7.09X4.74,GIA,US$21,200
Cushion,4.01,J,VS1,,68.5,60,Excellent,Excellent,9.02X8.76X6.00,GIA,US$47,158
Cushion,1.52,G,SI2,,69.3,67,Very Good,Good,6.6X6.51X4.51,GIA,US$11,248
Cushion,1.04,I,SI2,,63.6,63,Very Good,Good,6.23X5.6X3.56,GIA,US$4,243
Cushion,1.57,F,VS2,,67.7,60,Excellent,Excellent,6.48X6.45X4.37,GIA,US$17,333
Cushion,4.28,G,VS1,,63.9,61,Excellent,Very Good,10.18X8.78X5.61,GIA,US$88,746
Cushion,1.81,F,SI1,,66.6,67,Very Good,Very Good,7.16X6.95X4.63,GIA,US$17,515
Cushion,2.29,K,VS1,,67.4,65,Excellent,Very Good,8.39X7.21X4.86,GIA,US$13,366
Cushion,1.10,I,SI1,,67.6,62,Excellent,Very Good,6.48X5.75X3.88,GIA,US$5,236
Cushion,1.10,H,SI2,,67.4,68,Excellent,Very Good,5.8X5.71X3.85,GIA,US$4,840
Cushion,1.01,D,SI1,,68.2,58,Excellent,Very Good,6.18X5.6X3.82,GIA,US$6,626
Cushion,1.01,G,SI1,,67.9,59,Excellent,Very Good,6.12X5.71X3.88,GIA,US$5,535
Cushion,3.24,G,SI2,,66.5,67,Excellent,Very Good,8.6X8.03X5.34,GIA,US$39,917
Cushion,0.30,D,SI1,,65.4,66,Very Good,Good,4.31X3.78X2.47,GIA,US$600
Cushion,1.09,G,VS2,,66.7,67,Excellent,Very Good,6.05X5.84X3.90,GIA,US$6,697
Cushion,1.09,G,SI2,,68.1,67,Excellent,Very Good,6.03X5.85X3.98,GIA,US$5,023
Cushion,1.51,E,VS1,,67.4,61,Excellent,Excellent,6.51X6.39X4.31,GIA,US$15,946
Cushion,1.52,E,VS2,,68.4,61,Very Good,Very Good,6.62X6.41X4.39,GIA,US$14,774
Cushion,1.02,J,VS1,,69.2,63,Excellent,Excellent,5.62X5.55X3.84,GIA,US$3,479
Cushion,1.01,E,VS2,,67.3,62,Excellent,Good,5.65X5.58X3.76,GIA,US$5,656
Cushion,1.01,E,VS1,,68.7,62,Excellent,Very Good,5.61X5.57X3.83,GIA,US$6,424
Cushion,0.70,G,VS1,,68.8,59,Very Good,Very Good,5.14X5.00X3.44,GIA,US$2,709
Cushion,0.70,G,VVS2,,67.6,60,Excellent,Very Good,5.06X4.97X3.36,GIA,US$2,728
Cushion,0.70,F,VVS2,,67.7,60,Excellent,Excellent,4.96X4.91X3.32,GIA,US$2,923
Cushion,1.03,E,VS2,,67.1,60,Excellent,Very Good,5.75X5.60X3.76,GIA,US$6,114
Cushion,1.03,J,SI1,,68.9,60,Excellent,Excellent,5.71X5.53X3.81,GIA,US$3,293
Cushion,1.00,H,SI1,,65.8,65,Very Good,Very Good,6.43X5.56X3.66,GIA,US$5,640
Cushion,1.01,E,SI1,,66.8,59,Excellent,Very Good,5.73X5.53X3.70,GIA,US$4,633
Cushion,1.01,G,VS2,,68.5,59,Excellent,Very Good,5.62X5.60X3.84,GIA,US$5,481
Cushion,1.01,G,VS2,,69.6,59,Excellent,Very Good,5.53X5.53X3.85,GIA,US$5,481
Cushion,1.01,F,VS2,,67.3,60,Excellent,Excellent,5.64X5.56X3.74,GIA,US$5,575
Cushion,1.03,G,VS1,,67.2,63,Excellent,Very Good,5.81X5.56X3.74,GIA,US$5,656
Cushion,1.20,J,SI1,,68.1,62,Excellent,Excellent,5.92X5.86X3.99,GIA,US$4,618
Cushion,2.02,G,VVS2,,67.4,64,Excellent,Very Good,7.14X7.05X4.75,GIA,US$24,870
Cushion,0.80,H,VS1,,67.5,62,Excellent,Very Good,5.23X5.20X3.51,GIA,US$2,811
Cushion,0.80,E,VS2,,67.3,63,Excellent,Very Good,5.30X5.17X3.48,GIA,US$3,264
Cushion,0.90,H,VVS2,,66.3,60,Excellent,Excellent,5.55X5.48X3.64,GIA,US$3,871
Cushion,0.90,I,VVS2,,68.5,60,Excellent,Very Good,5.47X5.33X3.65,GIA,US$3,295
Cushion,1.08,I,VVS2,,68.5,61,Excellent,Very Good,5.63X5.61X3.85,GIA,US$4,750
Cushion,0.90,E,SI1,,69.4,62,Excellent,Very Good,5.42X5.42X3.76,GIA,US$4,198
Cushion,0.90,I,VS1,,68.7,66,Excellent,Very Good,5.35X5.32X3.66,GIA,US$3,260
Cushion,1.00,G,VS2,,69.4,61,Excellent,Very Good,5.69X5.59X3.88,GIA,US$5,427
Cushion,1.22,E,VS2,,69.5,59,Excellent,Very Good,6.04X5.97X4.15,GIA,US$9,155
Cushion,1.22,K,VS1,,67.7,63,Excellent,Very Good,5.93X5.89X3.99,GIA,US$4,187
Cushion,1.22,K,VS2,,69,63,Excellent,Very Good,5.96X5.87X4.06,GIA,US$3,994
Cushion,1.01,J,VVS2,,69.6,69,Excellent,Good,5.78X5.32X3.70,GIA,US$3,057
Cushion,2.01,E,VS2,,68.9,59,Excellent,Very Good,7.18X7.00X4.82,GIA,US$24,744
Cushion,1.04,I,VVS2,,69.5,61,Excellent,Very Good,5.72X5.57X3.88,GIA,US$4,410
Cushion,2.01,G,VS2,,68.9,61,Excellent,Excellent,7.19X7.10X4.89,GIA,US$23,332
Cushion,2.01,E,VS2,,66.5,66,Excellent,Very Good,7.22X7.12X4.73,GIA,US$24,313
Cushion,3.01,I,SI1,,67,64,Very Good,Very Good,8.66X8.14X5.46,GIA,US$34,434
Cushion,3.01,L,SI1,,69.7,64,Very Good,Very Good,8.65X8.00X5.57,GIA,US$16,081
Cushion,2.08,H,I1,,73.9,63,Very Good,Very Good,6.89X6.87X5.08,IGI,US$9,152
Cushion,1.63,K,SI1,,60.3,67,Very Good,Very Good,7.59X6.83X4.12,GIA,US$6,465
Cushion,1.70,F,VS2,,68.7,60,Excellent,Very Good,6.66X6.55X4.50,GIA,US$16,782
Cushion,1.70,I,VS1,,67.8,62,Excellent,Excellent,6.55X6.55X4.44,GIA,US$12,534
Cushion,1.02,G,SI2,,64.9,68,Very Good,Good,6.07X5.73X3.72,GIA,US$4,700
Cushion,0.51,J,VS1,,66.9,60,Very Good,Very Good,4.54X4.46X2.98,GIA,US$1,008
Cushion,0.51,G,VVS2,,64.4,61,Very Good,Very Good,4.59X4.59X2.95,GIA,US$1,371
Cushion,1.82,E,VS1,,69.5,61,Excellent,Excellent,6.91X6.63X4.61,GIA,US$19,860
Cushion,1.51,G,VS1,,68,59,Very Good,Very Good,6.74X6.14X4.18,GIA,US$15,221
Cushion,1.51,I,SI2,,68,71,Very Good,Good,7.06X6.3X4.29,GIA,US$9,241
Cushion,2.00,J,VS2,,68.2,66,Very Good,Good,7.89X6.76X4.61,GIA,US$14,960
Cushion,0.54,H,VS1,,67.8,59,Excellent,Very Good,4.67X4.51X3.06,GIA,US$1,361
Cushion,0.54,F,VVS2,,67.8,61,Excellent,Very Good,4.65X4.49X3.05,GIA,US$1,620
Cushion,5.87,H,VS1,,63.8,72,Very Good,Good,11.38X10.3X6.57,GIA,US$125,530
Cushion,1.50,J,SI2,,65.6,66,Very Good,Very Good,7.24X6.17X4.05,GIA,US$7,344
Cushion,0.77,J,SI1,,68,59,Excellent,Very Good,5.19X5.03X3.42,GIA,US$1,842
Cushion,3.03,I,VS1,,68.6,59,Excellent,Excellent,8.05X8.03X5.51,GIA,US$40,044
Cushion,0.96,D,SI1,,69.8,60,Excellent,Very Good,5.43X5.41X3.78,GIA,US$4,731
Cushion,2.14,G,VS2,,68.6,65,Excellent,Very Good,8.23X7.03X4.83,GIA,US$25,269
Cushion,2.21,F,VS1,,67.6,64,Very Good,Very Good,7.72X7.53X5.09,GIA,US$29,702
Cushion,1.82,G,SI1,,62.1,68,Very Good,Very Good,7.37X7.26X4.50,GIA,US$16,354
Cushion,2.01,L,VS2,,68.5,65,Very Good,Very Good,8.69X6.40X4.38,GIA,US$8,510
Cushion,2.01,L,VS1,,68.8,69,Very Good,Very Good,8.03X6.76X4.65,GIA,US$8,712
Cushion,1.58,I,VS2,,66.6,65,Excellent,Very Good,7.00X6.75X4.49,GIA,US$10,345
Cushion,2.00,I,SI1,,69.4,67,Very Good,Very Good,7.39X7.01X4.86,GIA,US$15,360
Cushion,2.00,L,VS2,,62.8,70,Excellent,Very Good,7.42X7.29X4.58,GIA,US$8,333
Cushion,0.92,D,SI1,,69.9,62,Very Good,Very Good,5.95X5.11X3.57,GIA,US$4,453
Cushion,0.92,F,SI1,,68.1,64,Excellent,Good,5.6X5.57X3.79,GIA,US$4,637
Cushion,0.50,F,VS1,,68.4,61,Excellent,Very Good,4.77X4.24X2.90,GIA,US$1,160
Cushion,0.50,H,VS2,,70.1,61,Excellent,Very Good,4.79X4.14X2.90,GIA,US$1,012
Cushion,0.50,I,VVS2,,68,62,Excellent,Very Good,4.80X4.23X2.88,GIA,US$1,012
Cushion,0.50,H,VS1,,72,62,Excellent,Good,4.28X4.27X3.07,GIA,US$1,100
Cushion,0.50,I,VVS2,,70.2,57,Excellent,Excellent,4.89X4.09X2.87,GIA,US$1,012
Cushion,0.50,I,VS1,,66.9,59,Excellent,Excellent,4.78X4.30X2.87,GIA,US$880
Cushion,0.50,G,VVS2,,67.7,59,Excellent,Excellent,4.66X4.46X3.02,GIA,US$1,165
Cushion,0.50,G,VS2,,61.1,63,Very Good,Good,4.73X4.54X2.77,GIA,US$960
Cushion,0.50,G,VS2,,67.3,63,Excellent,Very Good,5.05X4.24X2.85,GIA,US$1,060
Cushion,0.51,E,VS1,,66.6,61,Excellent,Very Good,4.80X4.50X3.00,GIA,US$1,518
Cushion,0.51,J,VS2,,63,62,Excellent,Excellent,4.80X4.44X2.80,GIA,US$940
Cushion,0.53,D,VS2,,67.2,61,Excellent,Very Good,4.91X4.33X2.91,GIA,US$1,262
Cushion,0.55,I,SI1,,67.8,61,Excellent,Very Good,4.75X4.52X3.07,GIA,US$1,087
Cushion,0.60,J,VS1,,66.7,59,Excellent,Very Good,5.13X4.51X3.01,GIA,US$1,186
Cushion,0.60,I,VS1,,70.1,59,Excellent,Very Good,4.57X4.56X3.20,GIA,US$1,204
Cushion,0.60,I,IF,,69.2,60,Excellent,Good,5.10X4.39X3.03,GIA,US$1,323
Cushion,0.70,D,SI1,,69,57,Excellent,Very Good,5.37X4.86X3.36,GIA,US$2,572
Cushion,0.70,F,SI2,,70.6,59,Excellent,Very Good,5.49X4.55X3.21,GIA,US$1,680
Cushion,0.70,J,SI1,,69.3,60,Excellent,Very Good,5.39X4.65X3.22,GIA,US$1,417
Cushion,0.70,H,VS1,,69.6,61,Excellent,Excellent,5.54X4.91X3.42,GIA,US$2,621
Cushion,0.70,D,VS1,,71.6,61,Very Good,Excellent,5.35X4.64X3.33,GIA,US$2,419
Cushion,0.70,D,VS2,,68.5,65,Very Good,Good,5.51X4.67X3.20,GIA,US$2,834
Cushion,0.70,E,VS2,,69.2,70,Good,Very Good,5.40X4.54X3.14,GIA,US$2,464
Cushion,0.71,J,SI1,,68,60,Excellent,Very Good,5.25X4.80X3.26,GIA,US$1,829
Cushion,0.71,F,VS2,,65.1,66,Very Good,Good,5.50X4.90X3.19,GIA,US$3,340
Cushion,0.72,F,SI1,,66.6,60,Excellent,Very Good,5.32X4.94X3.29,GIA,US$2,984
Cushion,0.72,I,VS2,,68.8,60,Excellent,Very Good,4.96X4.95X3.41,GIA,US$1,935
Cushion,0.73,J,IF,,72.1,61,Excellent,Very Good,5.64X4.55X3.28,GIA,US$1,799
Cushion,0.74,H,VS1,,67.9,60,Excellent,Very Good,5.21X5.06X3.44,GIA,US$2,557
Cushion,0.74,J,VS1,,67.2,61,Excellent,Very Good,5.24X5.00X3.36,GIA,US$1,628
Cushion,0.74,D,VS2,,60.9,68,Very Good,Good,5.75X5.12X3.12,GIA,US$2,887
Cushion,0.77,F,VS1,,68.3,60,Excellent,Very Good,5.50X4.86X3.32,GIA,US$3,049
Cushion,0.50,J,VS1,,69.8,59,Excellent,Very Good,4.77X4.11X2.87,GIA,US$836
Cushion,0.50,H,SI2,,69.5,60,Excellent,Very Good,4.54X4.28X2.97,GIA,US$912
Cushion,0.78,D,VS2,,68.7,59,Excellent,Very Good,5.28X5.02X3.45,GIA,US$3,157
Cushion,0.76,D,SI1,,67.8,59,Excellent,Excellent,5.26X5.12X3.47,GIA,US$3,091
Cushion,0.75,E,VS2,,67.6,59,Very Good,Excellent,5.59X5.11X3.46,GIA,US$3,240
Cushion,0.75,J,VS1,,67.5,60,Excellent,Excellent,5.43X4.92X3.32,GIA,US$1,740
Cushion,0.75,D,SI1,,68.2,60,Excellent,Very Good,5.31X4.93X1.08,GIA,US$2,952
Cushion,0.75,E,VS2,,69.6,60,Very Good,Very Good,5.55X4.84X3.37,GIA,US$3,132
Cushion,0.75,D,VS1,,68.5,61,Excellent,Very Good,5.37X4.82X3.30,GIA,US$3,168
Cushion,0.75,F,VS2,,70.6,63,Very Good,Excellent,5.31X4.87X3.43,GIA,US$2,772
Cushion,0.80,J,VS1,,67.8,59,Excellent,Excellent,5.34X5.10X3.46,GIA,US$1,920
Cushion,0.81,F,VS2,,66.7,60,Excellent,Very Good,5.38X5.12X3.42,GIA,US$3,266
Cushion,0.81,G,VS1,,67.6,62,Very Good,Very Good,5.58X5.22X3.52,GIA,US$2,922
Cushion,0.90,G,SI1,,67.9,59,Excellent,Very Good,5.96X5.18X3.52,GIA,US$3,528
Cushion,0.90,H,SI2,,68.8,60,Excellent,Very Good,5.66X5.26X3.62,GIA,US$3,370
Cushion,0.91,I,VS2,,71.7,60,Excellent,Very Good,5.35X5.23X3.75,GIA,US$2,985
Cushion,0.90,J,VS2,,70.8,60,Excellent,Very Good,5.50X5.29X3.75,GIA,US$2,772
Cushion,0.90,I,VS1,,68,61,Very Good,Very Good,5.55X5.27X1.05,GIA,US$3,629
Cushion,0.92,G,VS2,,68.3,62,Excellent,Very Good,5.46X5.43X3.71,GIA,US$3,904
Cushion,0.83,F,VS2,,67,64,Very Good,Good,5.39X5.21X3.49,GIA,US$3,625
Cushion,0.94,H,SI2,,71,60,Excellent,Very Good,5.95X5.04X3.58,GIA,US$3,519
Cushion,0.97,I,SI2,,68.8,60,Excellent,Very Good,5.88X5.26X3.62,GIA,US$3,802
Cushion,0.84,I,VVS1,,66,59,Excellent,Excellent,5.59X5.10X3.37,GIA,US$2,580
Cushion,0.84,E,VS2,,66.5,61,Excellent,Very Good,5.56X5.14X3.42,GIA,US$3,844
Cushion,1.00,H,SI1,,70.4,59,Excellent,Very Good,5.84X5.26X3.70,GIA,US$4,576
Cushion,1.00,H,VS1,,69.5,60,Excellent,Excellent,5.51X5.51X3.83,EGL,US$3,136
Cushion,1.00,I,SI1,,69,64,Very Good,Very Good,5.61X5.60X3.87,GIA,US$4,464
Cushion,1.01,H,VS2,,71.1,56,Very Good,Excellent,5.74X5.63X4.01,GIA,US$5,236
Cushion,1.01,G,VS1,,70.6,58,Excellent,Very Good,6.28X5.41X3.82,GIA,US$5,546
Cushion,1.01,H,SI2,,66.3,59,Excellent,Very Good,6.18X5.38X3.56,GIA,US$4,460
Cushion,1.01,G,SI1,,68.3,59,Very Good,Excellent,6.07X5.63X3.85,GIA,US$5,066
Cushion,1.01,D,SI1,,69.3,59,Excellent,Excellent,5.77X5.73X3.97,GIA,US$5,396
Cushion,1.01,H,VS1,,71.3,59,Excellent,Very Good,5.57X5.52X3.94,GIA,US$4,706
Cushion,1.01,E,VS1,,71.8,59,Excellent,Good,6.34X5.39X3.87,GIA,US$6,060
Cushion,1.01,J,VS1,,71.8,59,Very Good,Excellent,5.96X5.46X3.92,GIA,US$3,975
Cushion,1.01,J,VS1,,67.9,60,Excellent,Very Good,6.18X5.58X3.79,GIA,US$3,843
Cushion,1.01,J,SI2,,69.6,60,Very Good,Very Good,5.97X5.46X3.80,GIA,US$3,394
Cushion,1.01,I,VS2,,70.1,60,Excellent,Very Good,5.85X5.34X3.75,GIA,US$3,798
Cushion,1.01,D,VS2,,65.4,61,Excellent,Very Good,5.97X5.48X3.58,GIA,US$6,302
Cushion,1.01,G,VS2,,68.4,61,Very Good,Very Good,6.19X5.58X3.82,GIA,US$5,481
Cushion,1.01,I,SI1,,61.5,62,Excellent,Very Good,6.28X5.56X3.42,GIA,US$4,000
Cushion,1.01,H,VS2,,67.2,62,Excellent,Very Good,6.22X5.63X3.78,GIA,US$4,712
Cushion,1.01,E,SI1,,66.1,63,Very Good,Good,6.07X5.52X3.65,GIA,US$5,422
Cushion,1.01,D,VS2,,69.3,63,Excellent,Very Good,6.08X5.56X3.86,GIA,US$6,060
Cushion,1.01,E,SI1,,69.3,63,Excellent,Very Good,5.94X5.71X3.96,GIA,US$5,225
Cushion,1.02,I,SI2,,76.3,58,Very Good,Very Good,5.50X5.33X4.07,GIA,US$3,680
Cushion,1.01,I,VS1,,71,63,Very Good,Excellent,6.18X5.37X3.81,GIA,US$3,959
Cushion,1.01,E,SI2,,65.7,64,Excellent,Very Good,6.31X5.57X3.66,GIA,US$4,790
Cushion,1.01,E,SI1,,62.5,69,Very Good,Very Good,6.18X5.66X3.54,GIA,US$5,915
Cushion,1.02,D,SI2,,66.9,65,Excellent,Very Good,6.22X5.36X3.59,GIA,US$4,847
Cushion,1.03,I,VVS2,,70.9,62,Excellent,Excellent,5.51X5.50X3.90,EGL,US$2,774
Cushion,1.03,H,SI2,,69.4,65,Excellent,Excellent,5.71X5.42X3.76,GIA,US$3,639
Cushion,1.11,F,SI1,,68.9,66,Excellent,Very Good,6.76X5.22X3.60,GIA,US$5,239
Cushion,1.20,I,VS2,,71.7,58,Excellent,Excellent,6.29X5.73X4.11,GIA,US$5,866
Cushion,1.20,D,SI1,,71.6,59,Excellent,Very Good,5.97X5.76X4.13,GIA,US$7,016
Cushion,1.20,G,VS2,,68.4,60,Excellent,Very Good,6.37X5.64X3.86,GIA,US$7,373
Cushion,1.20,J,IF,,71.6,61,Very Good,Very Good,6.20X5.84X4.18,GIA,US$5,806
Cushion,1.20,H,VS2,,71.1,62,Excellent,Excellent,5.95X5.79X4.12,GIA,US$5,806
Cushion,1.20,H,VS2,,71.4,62,Very Good,Excellent,6.16X5.81X4.15,GIA,US$6,739
Cushion,1.23,J,SI2,,70.8,63,Excellent,Very Good,6.62X5.77X4.09,GIA,US$5,028
Cushion,1.21,F,VS2,,70.6,59,Very Good,Excellent,6.14X5.86X4.14,GIA,US$7,899
Cushion,1.21,J,VS2,,73.2,59,Excellent,Very Good,6.05X5.50X4.03,GIA,US$4,153
Cushion,1.21,G,SI1,,71,60,Excellent,Very Good,6.09X5.76X4.09,GIA,US$7,394
Cushion,1.21,J,VS1,,71.2,61,Very Good,Excellent,6.53X5.59X3.98,GIA,US$4,763
Cushion,1.21,I,SI1,,69.4,63,Excellent,Very Good,6.26X5.61X3.90,GIA,US$4,792
Cushion,1.26,D,VS2,,68.4,62,Excellent,Excellent,6.01X5.95X4.07,GIA,US$9,072
Cushion,1.30,J,SI1,,73.7,58,Excellent,Very Good,6.18X5.64X4.16,GIA,US$4,772
Cushion,1.30,I,VVS2,,73.3,59,Excellent,Very Good,6.10X5.74X4.21,GIA,US$6,552
Cushion,1.32,K,SI1,,68.6,62,Very Good,Excellent,6.64X6.09X4.17,GIA,US$4,435
Cushion,1.30,J,VS2,,69.8,62,Excellent,Very Good,6.35X5.70X3.97,GIA,US$5,435
Cushion,1.30,J,VS2,,72.3,64,Excellent,Very Good,6.60X5.56X4.02,GIA,US$5,029
Cushion,1.31,J,VS2,,72.3,59,Excellent,Very Good,6.46X5.64X4.08,GIA,US$4,659
Cushion,1.31,J,VS2,,72,60,Excellent,Excellent,6.13X5.79X4.17,GIA,US$5,232
Cushion,1.50,I,VS2,,71.2,58,Very Good,Excellent,6.92X6.18X4.40,GIA,US$9,226
Cushion,1.50,I,VS2,,68.1,59,Excellent,Excellent,7.03X6.42X4.37,GIA,US$10,416
Cushion,1.50,D,VS2,,69.8,59,Excellent,Excellent,7.02X6.18X4.31,GIA,US$13,596
Cushion,1.50,D,SI1,,68.2,60,Excellent,Very Good,6.95X6.04X4.12,GIA,US$11,748
Cushion,1.50,J,VS1,,68.6,60,Excellent,Excellent,6.74X6.16X4.22,GIA,US$7,560
Cushion,1.50,H,SI1,,71.3,60,Excellent,Very Good,7.07X5.82X4.15,GIA,US$10,080
Cushion,1.50,H,VS1,,68.3,61,Excellent,Very Good,6.55X6.51X4.45,GIA,US$11,755
Cushion,1.50,E,SI1,,69.9,64,Excellent,Excellent,7.25X6.28X4.39,GIA,US$11,902
Cushion,1.51,I,SI2,,72.7,57,Excellent,Very Good,6.51X6.08X4.42,GIA,US$8,195
Cushion,1.51,H,VS2,,68.1,59,Very Good,Excellent,6.78X6.30X4.30,GIA,US$12,479
Cushion,1.51,I,SI1,,71.1,60,Excellent,Excellent,7.17X5.83X4.15,GIA,US$8,553
Cushion,1.51,J,SI1,,68.5,61,Excellent,Very Good,6.82X6.11X4.19,GIA,US$8,118
Cushion,1.51,H,SI1,,68.8,61,Excellent,Very Good,6.96X6.35X4.37,GIA,US$11,838
Cushion,1.52,J,VS2,,66.2,59,Excellent,Excellent,6.89X6.33X4.19,GIA,US$8,342
Cushion,1.52,J,SI2,,67.1,61,Excellent,Very Good,6.94X6.20X4.16,GIA,US$6,566
Cushion,1.51,J,VS2,,71.2,61,Excellent,Excellent,6.31X6.21X4.42,GIA,US$7,695
Cushion,1.51,H,VS2,,73.1,63,Excellent,Very Good,7.10X5.97X4.36,GIA,US$11,017
Cushion,1.51,I,SI1,,69,66,Very Good,Good,6.59X6.23X4.30,GIA,US$9,978
Cushion,1.55,G,SI1,,69.4,59,Excellent,Very Good,6.94X6.11X4.24,GIA,US$11,606
Cushion,1.55,D,VS2,,67.5,62,Excellent,Excellent,7.25X6.60X4.45,GIA,US$14,305
Cushion,1.52,E,VS1,,68.7,63,Excellent,Excellent,7.04X6.37X4.38,GIA,US$13,376
Cushion,1.54,I,VS1,,68.7,60,Excellent,Very Good,6.98X6.08X4.17,GIA,US$10,250
Cushion,1.74,G,SI2,,70.3,66,Very Good,Very Good,6.73X6.54X4.60,GIA,US$13,572
Cushion,1.33,E,VS2,,68.4,61,Excellent,Very Good,6.48X5.89X4.02,GIA,US$9,682
