Shape Carat Cut Color Clarity Polish Symmetry "Lab Certification" Price
Round 0.30 Good M SI1 Excellent "Very Good" GIA $241
Pear 0.31 Fair J SI1 "Very Good" "Very Good" GIA $242
Round 0.18 "Very Good" F VVS1 Excellent "Very Good" GIA $242
Round 0.19 Excellent D VS2 "Very Good" Excellent GIA $242
Round 0.18 Excellent F VVS2 Excellent Excellent GIA $242
Round 0.18 "Very Good" H VS1 "Very Good" Good GIA $242
Round 0.18 Excellent I VVS1 "Very Good" "Very Good" GIA $242
Round 0.31 "Very Good" M SI2 "Very Good" Good GIA $242
Round 0.31 Fair M SI2 "Very Good" Good GIA $242
Round 0.26 Fair H SI1 "Very Good" Good GIA $242
Oval 0.25 Excellent E SI2 "Very Good" Good GIA $242
Round 0.30 Excellent K I1 "Very Good" "Very Good" GIA $242
Round 0.33 Excellent I I1 Excellent Excellent GIA $242
Round 0.19 Excellent E VS1 "Very Good" "Very Good" GIA $242
Round 0.18 Excellent G VS1 "Very Good" Excellent GIA $242
Round 0.18 Excellent E VS1 "Very Good" "Very Good" GIA $243
Round 0.18 Excellent G VVS1 Excellent Excellent GIA $243
Round 0.45 "Very Good" M SI2 Excellent "Very Good" GIA $243
Round 0.18 "Very Good" F VVS1 Good "Very Good" GIA $243
Round 0.30 "Very Good" M VS2 Excellent Excellent GIA $243
Pear 0.30 Excellent I SI1 "Very Good" "Very Good" GIA $243
Round 0.30 Excellent M VS2 Excellent Excellent GIA $243
Round 0.20 Excellent I VVS2 Excellent Excellent GIA $243
Round 0.18 "Very Good" G VS1 "Very Good" Good GIA $243
Round 0.30 "Very Good" M SI1 "Very Good" "Very Good" GIA $243
Round 0.18 Excellent D VVS2 "Very Good" Excellent GIA $243
Round 0.19 Excellent G VS1 Excellent "Very Good" GIA $243
Round 0.39 "Very Good" M I1 Excellent "Very Good" GIA $243
Round 0.18 Excellent F VVS2 Excellent "Very Good" GIA $243
Round 0.18 "Very Good" E VVS2 Excellent Excellent GIA $243
Round 0.18 Excellent D VVS2 Excellent "Very Good" GIA $243
Marquise 0.31 Good I SI2 Good Fair GIA $243
Emerald 0.18 Excellent F VVS1 "Very Good" "Very Good" GIA $243
Round 0.19 "Very Good" F VS2 "Very Good" Good GIA $243
Round 0.30 "Very Good" M VS2 Excellent "Very Good" GIA $243
Emerald 0.22 Good E VS1 Good Fair GIA $244
Round 0.18 Excellent F VVS1 "Very Good" "Very Good" GIA $244
Round 0.31 Excellent H I1 Excellent Excellent GIA $244
Round 0.20 "Very Good" H VS2 Good "Very Good" GIA $244
Round 0.19 Excellent H VVS1 Excellent Excellent GIA $244
Radiant 0.18 Excellent D VS2 Excellent "Very Good" GIA $244
Round 0.18 Excellent F VVS1 "Very Good" Excellent GIA $244
Round 0.31 Good L I1 "Very Good" Good GIA $244
Round 0.31 Good L I1 "Very Good" Good GIA $244
Round 0.18 "Very Good" D SI1 "Very Good" "Very Good" GIA $244
Round 0.18 Excellent D SI1 Excellent Excellent GIA $244
Emerald 0.30 "Very Good" K VVS2 "Very Good" "Very Good" GIA $244
Emerald 0.30 "Very Good" K VVS1 "Very Good" "Very Good" GIA $244
Round 0.21 "Very Good" E SI1 Good Good GIA $244
Round 0.34 Excellent H I1 Excellent Excellent GIA $244
Round 0.20 "Very Good" G VVS2 Excellent "Very Good" GIA $244
Round 0.30 "Very Good" M VS1 "Very Good" Good GIA $244
Round 0.30 Excellent J I1 Excellent Excellent GIA $245
Princess 0.18 "Very Good" H VVS2 Excellent "Very Good" GIA $245
Round 0.30 Excellent J I1 Excellent "Very Good" GIA $245
Round 0.18 Excellent E VVS1 Excellent Excellent GIA $245
Marquise 0.33 Excellent J SI2 "Very Good" "Very Good" GIA $245
Round 0.30 "Very Good" K I1 Excellent Excellent GIA $245
Round 0.30 Excellent K I1 Excellent Excellent GIA $245
Round 0.19 Excellent G VVS2 Excellent Excellent GIA $245
Round 0.22 Good I VS2 Good Good GIA $245
Round 0.19 Excellent F VS2 "Very Good" Excellent GIA $245
Pear 0.31 Good J SI1 "Very Good" "Very Good" GIA $245
Round 0.33 Excellent M SI2 Excellent Excellent GIA $245
Emerald 0.20 Excellent E VS2 "Very Good" Good GIA $245
Round 0.23 Excellent J IF Excellent Excellent GIA $245
Round 0.18 Excellent G VVS2 Excellent Excellent GIA $245
Round 0.18 Excellent D SI1 Excellent Excellent GIA $245
Round 0.30 Excellent L VS1 Excellent "Very Good" GIA $245
Pear 0.31 Good I SI2 Excellent "Very Good" GIA $246
Round 0.18 Excellent G VVS1 Excellent Excellent GIA $246
Princess 0.33 "Very Good" K SI1 Excellent Excellent GIA $246
Round 0.18 Excellent G VS1 Excellent Excellent GIA $246
Round 0.20 "Very Good" I VVS2 "Very Good" "Very Good" GIA $246
Oval 0.35 "Very Good" K I1 "Very Good" Good GIA $246
Round 0.30 "Very Good" M VS2 "Very Good" "Very Good" GIA $246
Oval 0.35 Good J VS2 Excellent "Very Good" GIA $246
Round 0.18 "Very Good" D VS1 Excellent Good GIA $246
Round 0.18 Excellent E VS1 Excellent Excellent GIA $246
Round 0.18 "Very Good" F VVS1 "Very Good" Good GIA $246
Round 0.18 Good D VS2 "Very Good" Good GIA $246
Round 0.40 Fair M I1 "Very Good" Good GIA $246
Round 0.30 Excellent L SI2 Excellent Excellent GIA $246
Round 0.26 Good I SI2 Good Good GIA $246
Cushion 0.31 Excellent L VS1 "Very Good" "Very Good" GIA $246
Round 0.23 Excellent I SI1 "Very Good" Excellent GIA $246
Round 0.19 Excellent D SI1 Excellent Excellent GIA $246
Marquise 0.31 Excellent D I1 "Very Good" "Very Good" GIA $247
Round 0.18 Excellent F VS1 "Very Good" Excellent GIA $247
Round 0.33 "Very Good" L I1 Good Good GIA $247
Round 0.31 "Very Good" G I1 Good Excellent GIA $247
Round 0.19 Excellent G VVS1 "Very Good" Excellent GIA $247
Round 0.20 Excellent J VVS1 Excellent "Very Good" GIA $247
Marquise 0.36 Excellent I I1 "Very Good" Good GIA $247
Round 0.30 "Very Good" K SI1 Excellent Excellent GIA $247
Round 0.19 Excellent D SI1 Excellent "Very Good" GIA $247
Round 0.18 Excellent E VVS1 "Very Good" Excellent GIA $247
Round 0.18 "Very Good" D VS1 "Very Good" "Very Good" GIA $247
Round 0.18 "Very Good" H SI2 "Very Good" Good GIA $247
Round 0.23 "Very Good" J VS1 Excellent "Very Good" GIA $248
Cushion 0.30 Excellent L SI1 Excellent "Very Good" GIA $248
Round 0.30 Excellent L SI2 "Very Good" Excellent GIA $248
Round 0.19 Excellent H VVS1 Excellent "Very Good" GIA $248
Round 0.23 "Very Good" I VS2 Excellent Excellent GIA $248
Emerald 0.24 Excellent I VVS1 Excellent "Very Good" GIA $248
Pear 0.31 Excellent I SI2 Excellent "Very Good" GIA $248
Oval 0.31 "Very Good" F I1 Excellent Good GIA $248
Round 0.31 Excellent K I1 Excellent "Very Good" GIA $248
Round 0.18 Excellent H VS2 "Very Good" Excellent GIA $248
Round 0.18 Excellent G VS1 "Very Good" Excellent GIA $248
Round 0.21 "Very Good" D SI2 "Very Good" Excellent GIA $248
Round 0.18 "Very Good" G VS2 "Very Good" "Very Good" GIA $248
Round 0.18 Excellent E VS1 "Very Good" "Very Good" GIA $248
Round 0.18 "Very Good" F VS2 Excellent "Very Good" GIA $248
Round 0.19 Good D VS1 Excellent "Very Good" GIA $249
Pear 0.30 "Very Good" K SI1 "Very Good" "Very Good" GIA $249
Round 0.31 Good M SI2 Excellent "Very Good" GIA $249
Pear 0.31 Excellent J SI2 "Very Good" "Very Good" GIA $249
Round 0.23 Excellent F SI2 "Very Good" Excellent GIA $249
Round 0.18 Excellent F VVS1 "Very Good" "Very Good" GIA $249
Round 0.37 Excellent J I1 "Very Good" Excellent GIA $249
Round 0.18 Excellent E VVS1 "Very Good" "Very Good" GIA $249
Round 0.21 Excellent J VVS1 Excellent Excellent GIA $249
Round 0.20 "Very Good" J VVS1 "Very Good" Good GIA $249
Round 0.30 Good M VS2 Excellent Excellent GIA $249
Round 0.19 Excellent H VVS1 "Very Good" Excellent GIA $249
Round 0.19 Excellent H VVS1 "Very Good" Excellent GIA $249
Round 0.30 Good K SI1 "Very Good" Excellent GIA $249
Round 0.30 "Very Good" M SI1 Excellent "Very Good" GIA $249
Round 0.44 Good L VS2 "Very Good" "Very Good" GIA $250
Round 0.18 Excellent E VS1 "Very Good" Excellent GIA $250
Round 0.18 Excellent E VS1 Excellent Excellent GIA $250
Round 0.30 "Very Good" G I1 "Very Good" Excellent GIA $250
Round 0.20 Good E VVS2 Good Fair GIA $250
Round 0.45 Good M SI2 Excellent "Very Good" GIA $250
Round 0.30 "Very Good" M VS2 "Very Good" "Very Good" GIA $250
Round 0.18 Excellent G VVS1 Excellent Excellent GIA $250
Round 0.18 Excellent E VS1 Excellent Excellent GIA $250
Round 0.33 Excellent M VVS2 Excellent Excellent GIA $250
Round 0.20 Excellent I VVS2 "Very Good" "Very Good" GIA $251
Round 0.30 Fair M SI1 "Very Good" "Very Good" GIA $251
Marquise 0.18 Excellent D VVS1 Excellent "Very Good" GIA $251
Round 0.30 "Very Good" L VS1 "Very Good" "Very Good" GIA $251
Round 0.18 Good D VS1 "Very Good" Good GIA $251
Round 0.18 Excellent G IF Excellent Excellent GIA $251
Round 0.18 Good D VS2 "Very Good" Good GIA $251
Round 0.19 Excellent J VVS1 "Very Good" Excellent GIA $251
Round 0.18 Excellent E VS1 Excellent Excellent GIA $251
Oval 0.32 Good K VS1 "Very Good" Good GIA $251
Round 0.27 Good J SI2 Good Fair GIA $251
Round 0.36 "Very Good" L I1 "Very Good" "Very Good" GIA $251
Round 0.30 Excellent L SI2 Excellent "Very Good" GIA $251
Oval 0.36 Good F I1 Good Good GIA $251
Round 0.18 Excellent E VS1 Excellent Excellent GIA $251
Radiant 0.34 Excellent H I1 Excellent Fair GIA $251
Pear 0.30 "Very Good" G I1 "Very Good" "Very Good" GIA $251
Round 0.18 Excellent E VS1 Excellent Excellent GIA $252
Round 0.19 Excellent H VS1 Excellent Excellent GIA $252
Round 0.20 Excellent I VS2 Excellent Excellent GIA $252
Marquise 0.33 "Very Good" I I1 "Very Good" "Very Good" GIA $252
Round 0.18 Excellent D VS1 Excellent Excellent GIA $252
Round 0.32 Good M SI2 Excellent "Very Good" GIA $252
Round 0.18 Excellent E VS2 "Very Good" Excellent GIA $252
Round 0.40 "Very Good" L I1 "Very Good" "Very Good" GIA $252
Round 0.30 Fair L VS2 "Very Good" "Very Good" GIA $252
Round 0.30 Good M VS1 "Very Good" Good GIA $252
Round 0.40 Good M VS2 "Very Good" "Very Good" GIA $252
Marquise 0.30 Excellent K VS1 "Very Good" "Very Good" GIA $252
Round 0.18 Excellent D VS1 Excellent "Very Good" GIA $252
Round 0.30 Excellent L SI2 Excellent "Very Good" GIA $253
Round 0.30 Excellent L SI2 Excellent "Very Good" GIA $253
Round 0.30 Good L SI2 "Very Good" Good GIA $253
Round 0.30 Good M SI1 Excellent "Very Good" GIA $253
Round 0.23 Excellent F SI1 "Very Good" Excellent GIA $253
Round 0.21 Excellent I VVS2 Excellent "Very Good" GIA $253
Princess 0.18 Excellent F VS1 Excellent Good GIA $253
Emerald 0.18 "Very Good" D VS2 "Very Good" "Very Good" GIA $253
Round 0.36 Excellent L SI2 Excellent Excellent GIA $253
Marquise 0.26 Good F SI1 Excellent Good GIA $253
Round 0.18 Excellent E VS2 Excellent Excellent GIA $253
Round 0.18 Excellent H VS1 Excellent "Very Good" GIA $253
Round 0.40 "Very Good" M VS2 Excellent "Very Good" GIA $253
Pear 0.30 "Very Good" D I1 "Very Good" "Very Good" GIA $253
Round 0.18 Excellent G VS2 Excellent Excellent GIA $253
Round 0.30 "Very Good" M VVS2 "Very Good" "Very Good" GIA $253
Round 0.30 "Very Good" K SI2 Excellent "Very Good" GIA $253
Round 0.30 Excellent J I1 "Very Good" "Very Good" GIA $253
Pear 0.31 "Very Good" E I1 Excellent "Very Good" GIA $253
Round 0.18 Excellent G IF Excellent "Very Good" GIA $254
Round 0.18 Excellent H IF "Very Good" Excellent GIA $254
Round 0.34 Excellent L SI2 Excellent Excellent GIA $254
Round 0.20 Excellent G VS1 "Very Good" "Very Good" GIA $254
Round 0.19 "Very Good" G VS1 Excellent Excellent GIA $254
Pear 0.32 Excellent J SI1 "Very Good" Good GIA $254
Round 0.30 Good M VS1 "Very Good" Good GIA $254
Pear 0.30 Good G SI1 Excellent "Very Good" GIA $254
Princess 0.18 "Very Good" H VVS1 Excellent Good GIA $254
Princess 0.18 Excellent G VVS1 Excellent "Very Good" GIA $254
Round 0.20 Excellent E VS1 Excellent "Very Good" GIA $254
Round 0.18 Excellent E VVS1 Excellent Excellent GIA $254
Round 0.18 Excellent D VS2 "Very Good" "Very Good" GIA $254
Round 0.18 "Very Good" E VS2 Good Good GIA $254
Pear 0.30 "Very Good" L VS2 "Very Good" Good GIA $254
Pear 0.18 Excellent E VS2 "Very Good" "Very Good" GIA $254
Round 0.18 Excellent F VS2 Excellent Excellent GIA $254
Round 0.32 Excellent M VVS1 Excellent Excellent GIA $254
Cushion 0.31 Excellent L SI1 "Very Good" "Very Good" GIA $255
Round 0.30 Good M SI1 Excellent Good GIA $255
Round 0.30 Good M SI1 "Very Good" "Very Good" GIA $255
Round 0.30 Good M SI1 "Very Good" Good GIA $255
Round 0.18 Excellent G VS1 Excellent Excellent GIA $255
Round 0.18 Excellent E VS1 Excellent Excellent GIA $255
Round 0.21 "Very Good" G VS2 Good Good GIA $255
Pear 0.32 Excellent K VVS1 Excellent "Very Good" GIA $255
Princess 0.18 Excellent F VS1 Excellent "Very Good" GIA $255
Princess 0.18 "Very Good" F VS1 Excellent Good GIA $255
Round 0.19 Excellent H VVS1 Excellent Excellent GIA $255
Round 0.18 Excellent D VVS1 "Very Good" "Very Good" GIA $255
Round 0.20 Excellent I VS2 "Very Good" Excellent GIA $255
Round 0.18 Excellent E VVS1 Excellent Excellent GIA $255
Round 0.33 Excellent L SI1 Excellent Excellent GIA $256
Round 0.30 Excellent H I1 Excellent Excellent GIA $256
Marquise 0.30 Fair I SI1 Fair Fair GIA $256
Pear 0.40 Excellent L SI1 "Very Good" "Very Good" GIA $256
Round 0.23 "Very Good" E SI1 Excellent Excellent GIA $256
Round 0.18 Excellent G VVS1 Excellent "Very Good" GIA $256
Round 0.33 Excellent M VVS1 Excellent Excellent GIA $256
Round 0.18 Excellent D VS1 Excellent Excellent GIA $256
Pear 0.30 "Very Good" E I1 "Very Good" "Very Good" GIA $256
Round 0.30 Good F I1 "Very Good" "Very Good" GIA $256
Round 0.25 Excellent E SI2 Excellent Excellent GIA $257
Pear 0.33 "Very Good" K VS2 "Very Good" Good GIA $257
Oval 0.21 Excellent H VVS2 "Very Good" "Very Good" GIA $257
Round 0.24 "Very Good" E SI2 "Very Good" Excellent GIA $257
Round 0.19 Excellent D VS1 "Very Good" "Very Good" GIA $257
Round 0.19 Excellent D VS1 Excellent "Very Good" GIA $257
Round 0.30 Good M VVS2 "Very Good" "Very Good" GIA $257
Round 0.18 Excellent F VS2 Excellent Excellent GIA $257
Round 0.18 Excellent E VS2 Excellent Excellent GIA $257
Round 0.18 Excellent F VS2 Excellent Excellent GIA $257
Marquise 0.39 "Very Good" I I1 "Very Good" Good GIA $257
Round 0.46 Good M VS1 Excellent "Very Good" GIA $257
Round 0.23 Good K VVS2 Good Good GIA $257
Round 0.21 Excellent I VVS2 "Very Good" "Very Good" GIA $257
Pear 0.30 "Very Good" F I1 Excellent "Very Good" GIA $257
Princess 0.19 "Very Good" D VS2 Excellent Good GIA $258
Marquise 0.32 Excellent L VVS1 Excellent Good GIA $258
Marquise 0.19 Excellent H VVS1 Excellent Good GIA $258
Round 0.18 Excellent G VVS2 Excellent Excellent GIA $258
Oval 0.31 Excellent K VVS2 Excellent Good GIA $258
Round 0.31 Good M VS1 Excellent Good GIA $258
Marquise 0.22 Excellent F VS1 "Very Good" Good GIA $258
Round 0.19 Excellent G VVS2 Excellent Excellent GIA $258
Round 0.31 Excellent G I1 Excellent Excellent GIA $258
Round 0.18 Excellent E VS1 Excellent Excellent GIA $258
Round 0.18 Excellent E VS2 Excellent Excellent GIA $258
Round 0.18 Excellent G VS2 "Very Good" "Very Good" GIA $258
Round 0.18 "Very Good" D VVS1 "Very Good" "Very Good" GIA $258
Round 0.31 "Very Good" M SI1 Excellent Good GIA $258
Round 0.19 Excellent D VS2 Excellent Excellent GIA $258
Pear 0.30 "Very Good" I VS2 Excellent Good GIA $258
Round 0.30 Excellent K SI2 Excellent Excellent GIA $259
Princess 0.18 Excellent G VVS2 "Very Good" Good GIA $259
Round 0.24 Excellent E SI1 Excellent "Very Good" GIA $259
Round 0.18 Excellent D VS2 Excellent "Very Good" GIA $259
Round 0.18 Excellent D VS1 Excellent Excellent GIA $259
Round 0.18 "Very Good" E VS2 Excellent "Very Good" GIA $259
Round 0.18 Excellent E VS2 Excellent Excellent GIA $259
Round 0.18 Excellent D VS2 Excellent Excellent GIA $259
Round 0.18 Excellent D VS1 Excellent Excellent GIA $259
Round 0.19 Excellent G IF Excellent Excellent GIA $259
Pear 0.31 Excellent J SI1 Excellent "Very Good" GIA $259
Round 0.40 "Very Good" M VVS2 Excellent "Very Good" GIA $259
Round 0.20 Excellent J VVS1 Excellent Excellent GIA $259
Oval 0.20 Excellent D VS2 "Very Good" Good GIA $259
Round 0.18 Excellent D VS1 Excellent Excellent GIA $259
Round 0.19 "Very Good" D VVS2 Excellent "Very Good" GIA $259
Round 0.30 Good M SI1 Excellent Good GIA $259
Round 0.30 Excellent H I1 "Very Good" Excellent GIA $259
Round 0.30 Good K VS2 "Very Good" Good GIA $259
Round 0.31 "Very Good" L SI2 Excellent Excellent GIA $259
Round 0.25 "Very Good" K VS2 "Very Good" Good GIA $259
Round 0.19 Excellent I IF Excellent Excellent GIA $259
Round 0.18 Excellent E VS2 Excellent Excellent GIA $260
Round 0.18 Excellent D VS1 Excellent Excellent GIA $260
Round 0.18 Excellent D VS1 Excellent Excellent GIA $260
Round 0.18 Excellent F VS2 Excellent Excellent GIA $260
Round 0.18 Excellent F VS1 Excellent Excellent GIA $260
Round 0.18 Excellent E VS1 Excellent Excellent GIA $260
Round 0.19 "Very Good" G VS2 "Very Good" "Very Good" GIA $260
Princess 0.21 Excellent H VS1 Excellent "Very Good" GIA $260
Round 0.19 Good E VS2 "Very Good" "Very Good" GIA $260
Round 0.18 Excellent F VVS1 "Very Good" Excellent GIA $260
Princess 0.18 "Very Good" D VS1 "Very Good" "Very Good" GIA $260
Princess 0.18 "Very Good" D VS2 Excellent "Very Good" GIA $260
Princess 0.18 Excellent E VS1 Excellent "Very Good" GIA $260
Round 0.33 "Very Good" M SI2 Excellent "Very Good" GIA $260
Round 0.33 "Very Good" M SI2 "Very Good" Good GIA $260
Round 0.19 Excellent D VS2 Excellent Excellent GIA $260
Round 0.19 "Very Good" I VVS1 "Very Good" "Very Good" GIA $260
Princess 0.30 Good I SI2 Good Good GIA $260
Round 0.23 Good J VS1 "Very Good" Good GIA $260
Round 0.21 Excellent I VVS1 Excellent Excellent GIA $260
Round 0.30 Excellent I I1 "Very Good" Excellent GIA $260
Round 0.30 "Very Good" K I1 Excellent "Very Good" GIA $260
Round 0.18 Excellent D VVS2 Excellent Excellent GIA $260
Round 0.40 Good L I1 Excellent Good GIA $260
Round 0.30 "Very Good" L SI2 "Very Good" Excellent GIA $260
Round 0.18 "Very Good" D VVS2 "Very Good" "Very Good" GIA $260
Round 0.19 Excellent E VS1 "Very Good" Excellent GIA $260
Round 0.35 Good L I1 "Very Good" "Very Good" GIA $260
Round 0.30 Good M SI1 "Very Good" "Very Good" GIA $260
Round 0.18 Excellent D VS1 Excellent Excellent GIA $260
Round 0.18 Excellent G VVS1 Excellent Excellent GIA $260
Marquise 0.32 Good J VS2 Good Good GIA $260
Emerald 0.32 Good K VVS1 "Very Good" "Very Good" GIA $260
Round 0.18 "Very Good" D VVS2 "Very Good" "Very Good" GIA $261
Round 0.34 Excellent M VVS1 "Very Good" "Very Good" GIA $261
Pear 0.30 Excellent J VS2 "Very Good" "Very Good" GIA $261
Emerald 0.19 Excellent G VVS1 Excellent Good GIA $261
Pear 0.30 "Very Good" J VS2 Excellent Good GIA $261
Marquise 0.35 "Very Good" K SI1 Good Good GIA $261
Round 0.30 Good M I1 "Very Good" Good GIA $261
Round 0.32 "Very Good" M VVS2 Excellent "Very Good" GIA $261
Round 0.35 "Very Good" M SI1 Excellent "Very Good" GIA $261
Round 0.31 Fair M I1 "Very Good" Fair GIA $261
Round 0.33 Excellent J I1 Excellent Excellent GIA $261
Round 0.30 Excellent K SI2 Excellent Excellent GIA $261
Round 0.18 "Very Good" F VS1 Excellent "Very Good" GIA $261
Round 0.18 Excellent F VS1 Excellent Excellent GIA $261
Round 0.30 "Very Good" K SI2 "Very Good" "Very Good" GIA $261
Round 0.23 Excellent F SI2 Excellent Excellent GIA $262
Round 0.30 Fair I SI2 Good Good GIA $262
Emerald 0.25 Good G VS2 Good Good GIA $262
Round 0.30 Good I I1 "Very Good" "Very Good" GIA $262
Round 0.34 Excellent M I1 Excellent "Very Good" GIA $262
Round 0.18 "Very Good" E VS2 "Very Good" Excellent GIA $262
Emerald 0.18 Excellent F VVS2 Excellent Good GIA $262
Round 0.18 "Very Good" E VVS2 Excellent "Very Good" GIA $262
Pear 0.19 "Very Good" D VVS1 Excellent Good GIA $262
Round 0.18 Excellent E VS2 Excellent Excellent GIA $262
Round 0.18 Excellent F VVS2 Excellent Excellent GIA $262
Marquise 0.30 Excellent I VS1 "Very Good" "Very Good" GIA $262
Round 0.30 Excellent K VVS1 Excellent Excellent GIA $262
Princess 0.18 Excellent D VS1 Excellent Good GIA $262
Round 0.18 "Very Good" G VVS1 Excellent "Very Good" GIA $262
Round 0.18 Excellent E VS2 Excellent "Very Good" GIA $262
Round 0.18 Excellent E VS2 Excellent "Very Good" GIA $262
Round 0.18 Excellent E VS2 Excellent Excellent GIA $262
Round 0.18 Excellent E VS1 Excellent Excellent GIA $262
Round 0.18 Excellent E VS1 Excellent Excellent GIA $262
Round 0.18 Excellent E VS1 Excellent Excellent GIA $262
Round 0.18 Excellent D VS1 Excellent "Very Good" GIA $262
Round 0.18 Excellent E VS1 Excellent Excellent GIA $262
Round 0.18 Excellent E VS1 Excellent Excellent GIA $262
Round 0.18 Excellent E VS1 Excellent Excellent GIA $262
Round 0.31 Excellent L SI1 Excellent Excellent GIA $262
Round 0.25 Excellent E SI2 "Very Good" "Very Good" GIA $262
Round 0.32 Excellent M VVS2 Excellent Excellent GIA $262
Round 0.20 "Very Good" E SI1 Good "Very Good" GIA $262
Pear 0.32 Good K VVS1 "Very Good" Fair GIA $262
Round 0.18 "Very Good" D VVS2 "Very Good" "Very Good" GIA $262
Pear 0.31 Good J SI1 "Very Good" "Very Good" GIA $262
Round 0.33 Excellent L SI1 Excellent Excellent GIA $262
Round 0.30 Good M SI1 "Very Good" Good GIA $263
Round 0.18 Excellent F VS1 Excellent Excellent GIA $263
Round 0.21 "Very Good" I VVS2 "Very Good" "Very Good" GIA $263
Pear 0.30 Excellent F SI2 "Very Good" Good GIA $263
Round 0.30 Excellent L VS1 "Very Good" Excellent GIA $263
Round 0.22 "Very Good" E SI2 "Very Good" "Very Good" GIA $263
